tmdb_id,tmdb_fetch_status,tmdb_title,tmdb_release_date,tmdb_original_language,tmdb_popularity,tmdb_budget,tmdb_revenue,tmdb_status,tmdb_vote_average,tmdb_vote_count,tmdb_primary_company,tmdb_primary_country
10545,ok,The Hunchback of Notre Dame,1996-06-21,en,7.3998,100000000,325300000,Released,7.125,5337,Walt Disney Pictures,United States of America
9894,ok,The Cable Guy,1996-06-10,en,5.1936,47000000,102825796,Released,5.995,2655,Columbia Pictures,United States of America
11543,ok,Kingpin,1996-07-04,en,3.0633,27000000,25023434,Released,6.541,973,Motion Picture Corporation of America,United States of America
9268,ok,Eraser,1996-06-21,en,4.8676,100000000,242295562,Released,6.088,2010,Kopelson Entertainment,Canada
9327,ok,The Nutty Professor,1996-06-28,en,4.2854,54000000,128769345,Released,5.64,3104,Universal Pictures,United States of America
10779,ok,The Frighteners,1996-07-19,en,3.9684,30000000,29359216,Released,6.925,1715,WingNut Films,New Zealand
9294,ok,Phenomenon,1996-07-05,en,4.2997,32000000,152000000,Released,6.48,1325,Touchstone Pictures,United States of America
1645,ok,A Time to Kill,1996-07-24,en,5.961,40000000,152266007,Released,7.391,2930,Regency Enterprises,United States of America
2925,ok,The First Wives Club,1996-09-20,en,4.1503,26000000,116400000,Released,6.708,818,Scott Rudin Productions,United States of America
3595,ok,Ransom,1996-11-08,en,5.2252,80000000,309492681,Released,6.684,2067,Touchstone Pictures,United States of America
10830,ok,Matilda,1996-08-02,en,13.2145,36000000,33500000,Released,7.174,4782,Jersey Films,United States of America
3573,ok,Emma,1996-08-02,en,3.1071,6000000,22231658,Released,6.615,669,Miramax,United States of America
10061,ok,Escape from L.A.,1996-08-09,en,4.9418,50000000,42277365,Released,5.877,1593,Paramount Pictures,United States of America
10478,ok,Tin Cup,1996-08-16,en,3.2606,45000000,53854588,Released,6.065,581,Regency Enterprises,United States of America
238,ok,The Godfather,1972-03-14,en,39.9109,6000000,245066411,Released,8.686,22833,Paramount Pictures,United States of America
9303,ok,Bound,1996-09-13,en,7.7381,4500000,7011317,Released,7.219,1076,The De Laurentiis Company,United States of America
9306,ok,The Island of Dr. Moreau,1996-08-23,en,2.8413,40000000,49627779,Released,4.904,560,New Line Cinema,United States of America
981,ok,The Philadelphia Story,1940-12-05,en,2.9399,914000,3300000,Released,7.586,972,Metro-Goldwyn-Mayer,United States of America
872,ok,Singin' in the Rain,1952-04-10,en,6.5742,2540800,7200000,Released,8.133,3485,Metro-Goldwyn-Mayer,United States of America
164,ok,Breakfast at Tiffany's,1961-10-06,en,6.1085,2500000,9500000,Released,7.624,4463,Paramount Pictures,United States of America
426,ok,Vertigo,1958-05-09,en,7.2073,2479000,7808900,Released,8.145,6300,Paramount Pictures,United States of America
567,ok,Rear Window,1954-08-01,en,9.5116,1000000,37042336,Released,8.339,7123,Alfred J. Hitchcock Productions,United States of America
213,ok,North by Northwest,1959-08-06,en,4.7589,4000000,13275000,Released,7.966,4492,Metro-Goldwyn-Mayer,United States of America
284,ok,The Apartment,1960-06-21,en,6.0661,3000000,25000000,Released,8.189,2628,The Mirisch Company,United States of America
239,ok,Some Like It Hot,1959-03-19,en,6.8254,2900000,25000000,Released,8.1,3852,The Mirisch Company,United States of America
289,ok,Casablanca,1943-01-15,en,7.964,878000,10462500,Released,8.142,6015,Warner Bros. Pictures,United States of America
963,ok,The Maltese Falcon,1941-10-18,en,3.9544,375000,1772000,Released,7.704,1867,Warner Bros. Pictures,United States of America
11113,ok,My Fair Lady,1964-12-01,en,3.6238,17000000,72661442,Released,7.506,1420,Warner Bros. Pictures,United States of America
6620,ok,Sabrina,1954-09-01,en,4.9966,2239000,10000000,Released,7.514,1352,Paramount Pictures,United States of America
804,ok,Roman Holiday,1953-08-26,en,6.3279,1500000,12000000,Released,7.891,2251,Paramount Pictures,United States of America
630,ok,The Wizard of Oz,1939-08-15,en,13.6176,2777000,33754967,Released,7.586,6087,Metro-Goldwyn-Mayer,United States of America
770,ok,Gone with the Wind,1939-12-15,en,10.3528,4000000,402352579,Released,7.9,4362,Selznick International Pictures,United States of America
599,ok,Sunset Boulevard,1950-08-10,en,9.5781,1752000,5000000,Released,8.28,2917,Paramount Pictures,United States of America
15,ok,Citizen Kane,1941-04-17,en,7.5326,839727,23218000,Released,7.977,6020,Mercury Productions,United States of America
62,ok,2001: A Space Odyssey,1968-04-02,en,16.3482,12000000,71923560,Released,8.053,12520,Stanley Kubrick Productions,United Kingdom
705,ok,All About Eve,1950-11-09,en,3.6475,1400000,8402553,Released,8.1,1686,20th Century Fox,United States of America
303,ok,Notorious,1946-08-21,en,3.3983,2000000,24500000,Released,7.7,1740,RKO Radio Pictures,United States of America
381,ok,To Catch a Thief,1955-08-03,en,3.7799,2500000,8750000,Released,7.268,1659,Paramount Pictures,United States of America
1585,ok,It's a Wonderful Life,1946-12-20,en,10.9691,3180000,9644124,Released,8.281,4869,Liberty Films,United States of America
10331,ok,Night of the Living Dead,1968-10-04,en,4.1451,114000,30236452,Released,7.613,2709,Image Ten,United States of America
488,ok,The African Queen,1951-12-26,en,2.8479,1000000,10750000,Released,7.366,1051,Romulus Films,United Kingdom
6878,ok,Homeward Bound: The Incredible Journey,1993-02-03,en,3.8021,24000000,57333324,Released,6.989,1112,Touchwood Pacific Partners 1,United States of America
864,ok,Cool Runnings,1993-10-01,en,4.1235,14000000,154856263,Released,7.011,2273,Walt Disney Pictures,United States of America
24795,ok,Angels in the Outfield,1994-07-15,en,2.6113,31000000,50236831,Released,6.0,474,Caravan Pictures,United States of America
11224,ok,Cinderella,1950-02-22,en,12.1366,2900000,263600000,Released,7.042,7123,Walt Disney Productions,United States of America
9078,ok,The Sword in the Stone,1963-12-25,en,4.626,3000000,22200000,Released,7.22,4084,Walt Disney Productions,United States of America
8367,ok,Robin Hood: Prince of Thieves,1991-06-14,en,5.426,48000000,390493908,Released,6.856,3564,Morgan Creek Entertainment,United States of America
433,ok,Mary Poppins,1964-12-17,en,7.8672,4650000,103100000,Released,7.543,4987,Walt Disney Productions,United States of America
11360,ok,Dumbo,1941-10-31,en,6.4891,812000,1600000,Released,7.0,5270,Walt Disney Productions,United States of America
12335,ok,Bedknobs and Broomsticks,1971-10-07,en,3.5077,20000000,17900000,Released,7.031,1024,Walt Disney Productions,United States of America
12092,ok,Alice in Wonderland,1951-07-28,en,10.6481,3000000,57200000,Released,7.2,6248,Walt Disney Productions,United States of America
10948,ok,The Fox and the Hound,1981-07-10,en,5.7814,12000000,29800000,Released,7.137,3457,Walt Disney Productions,United States of America
15121,ok,The Sound of Music,1965-03-29,en,8.9616,8200000,286214286,Released,7.732,3608,Robert Wise Productions,United States of America
562,ok,Die Hard,1988-07-15,en,11.2392,28000000,140767956,Released,7.81,12209,Gordon Company,United States of America
10163,ok,The Lawnmower Man,1992-03-05,en,2.6248,10000000,32100816,Released,5.6,837,Allied Vision,United States of America
9591,ok,That Thing You Do!,1996-10-04,en,3.0753,26000000,34585416,Released,6.873,914,Clinica Estetico,United States of America
11412,ok,The Long Kiss Goodnight,1996-10-11,en,3.9644,65000000,89456761,Released,6.587,1333,The Steve Tisch Company,United States of America
10586,ok,The Ghost and the Darkness,1996-10-11,en,3.5107,50000000,38619405,Released,6.822,1136,Paramount Pictures,Germany
454,ok,Romeo + Juliet,1996-11-01,en,7.938,14500000,147298761,Released,6.779,5331,20th Century Fox,Australia
10218,ok,Swingers,1996-10-18,en,2.8542,200000,4505922,Released,6.861,803,Miramax,United States of America
819,ok,Sleepers,1996-10-18,en,8.2638,44000000,165600000,Released,7.603,3832,Propaganda Films,United States of America
252,ok,Willy Wonka & the Chocolate Factory,1971-06-29,en,6.5521,3000000,4000000,Released,7.482,3931,Wolper Pictures,United States of America
11561,ok,Sleeper,1973-12-17,en,2.5299,2000000,18344729,Released,6.874,839,United Artists,United States of America
623,ok,A Fish Called Wanda,1988-07-15,en,4.0543,7500000,188593712,Released,7.205,2411,Prominent Features,United Kingdom
583,ok,Life of Brian,1979-08-17,en,4.8471,4000000,20833252,Released,7.76,4897,Handmade Films,United Kingdom
475,ok,Bonnie and Clyde,1967-08-13,en,5.1492,2500000,70000000,Released,7.495,1781,Tatira-Hiller Productions,United States of America
521,ok,Dial M for Murder,1954-05-29,en,3.5445,1400000,3000000,Released,8.002,2841,Warner Bros. Pictures,United States of America
88,ok,Dirty Dancing,1987-08-21,en,8.3582,6000000,214577242,Released,7.326,6486,Great American Films Limited Partnership,United States of America
500,ok,Reservoir Dogs,1992-09-02,en,12.4625,1200000,2859750,Released,8.114,15383,Live Entertainment,United States of America
792,ok,Platoon,1986-12-19,en,8.2402,6000000,138530565,Released,7.744,5070,Hemdale Film Corporation,United Kingdom
8491,ok,Weekend at Bernie's,1989-07-05,en,3.3135,6500000,30218387,Released,6.412,1126,Gladden Entertainment,United States of America
402,ok,Basic Instinct,1992-03-20,en,10.0117,49000000,352927224,Released,6.9,4345,Carolco Pictures,United States of America
10537,ok,The Doors,1991-03-01,en,3.9194,38000000,34416893,Released,7.111,1588,Carolco Pictures,United States of America
11386,ok,The Crying Game,1992-09-02,en,2.9858,3705538,62548947,Released,6.849,844,Palace Pictures,United Kingdom
601,ok,E.T. the Extra-Terrestrial,1982-06-11,en,11.8418,10500000,797307407,Released,7.513,11951,Universal Pictures,United States of America
744,ok,Top Gun,1986-05-16,en,18.029,15000000,356830601,Released,7.061,9483,Paramount Pictures,United States of America
702,ok,A Streetcar Named Desire,1951-09-18,en,3.4772,1800000,8000000,Released,7.619,1469,Charles K. Feldman Group,United States of America
1630,ok,The People vs. Larry Flynt,1996-12-25,en,3.1388,36000000,20300385,Released,6.975,1244,Columbia Pictures,United States of America
11843,ok,The Return of the Pink Panther,1975-05-21,en,2.5912,5000000,41833347,Released,6.786,675,Jewel Productions,United Kingdom
2756,ok,The Abyss,1989-08-09,en,7.3174,43000000,90000098,Released,7.346,3403,20th Century Fox,United States of America
1103,ok,Escape from New York,1981-05-23,en,5.1212,6000000,50244700,Released,7.048,3494,AVCO Embassy Pictures,United Kingdom
762,ok,Monty Python and the Holy Grail,1975-04-03,en,6.3571,400000,5763644,Released,7.804,6368,Python (Monty) Pictures,United Kingdom
531,ok,The Wrong Trousers,1993-12-17,en,2.7993,832000,0,Released,7.8,1147,Aardman,United Kingdom
11216,ok,Cinema Paradiso,1988-11-17,it,11.1017,5000000,35962062,Released,8.427,4806,Cristaldifilm,Italy
892,ok,Delicatessen,1991-04-17,fr,2.3789,4000000,1794187,Released,7.315,1617,Constellation,France
18129,ok,The Grifters,1990-08-08,en,2.3226,0,13446769,Released,6.505,468,Cineplex-Odeon Films,Canada
409,ok,The English Patient,1996-11-14,en,4.7786,27000000,231976425,Released,7.148,2379,Miramax,United Kingdom
1412,ok,"sex, lies, and videotape",1989-08-04,en,24.2163,1200000,24741667,Released,6.94,1024,Outlaw Productions,United States of America
10409,ok,Strictly Ballroom,1992-08-20,en,1.5408,3000000,33946224,Released,6.571,375,Beyond Films,Australia
510,ok,One Flew Over the Cuckoo's Nest,1975-11-19,en,13.1891,3000000,108981275,Released,8.412,11388,Fantasy Films,United States of America
1891,ok,The Empire Strikes Back,1980-05-20,en,12.9438,18000000,538400000,Released,8.4,18320,Lucasfilm Ltd.,United States of America
2493,ok,The Princess Bride,1987-09-25,en,11.2704,16000000,30900000,Released,7.699,5065,The Princess Bride,United States of America
85,ok,Raiders of the Lost Ark,1981-06-12,en,13.8961,18000000,389925971,Released,7.923,13572,Paramount Pictures,United States of America
68,ok,Brazil,1985-02-20,en,5.294,15000000,9953708,Released,7.667,3675,Embassy International Pictures,United Kingdom
679,ok,Aliens,1986-07-18,en,14.3866,18500000,183316455,Released,7.963,10778,SLM Production Group,United States of America
429,ok,"The Good, the Bad and the Ugly",1966-12-23,it,21.7382,1200000,38900000,Released,8.468,9584,United Artists,United States of America
389,ok,12 Angry Men,1957-04-10,en,21.5875,397751,4360000,Released,8.56,9932,Orion-Nova Productions,United States of America
947,ok,Lawrence of Arabia,1962-12-11,en,7.2337,15000000,70000000,Released,7.997,3397,Horizon Pictures,United Kingdom
185,ok,A Clockwork Orange,1971-10-28,en,11.4908,2200000,27033812,Released,8.179,13771,Polaris Productions Limited,United Kingdom
595,ok,To Kill a Mockingbird,1962-12-20,en,5.8509,2000000,13129846,Released,7.997,2844,Pakula-Mulligan,United States of America
28,ok,Apocalypse Now,1979-05-19,en,14.3458,31500000,150000000,Released,8.268,9034,American Zoetrope,United States of America
1892,ok,Return of the Jedi,1983-05-25,en,8.4374,32350000,572700000,Released,7.907,16854,Lucasfilm Ltd.,United States of America
1092,ok,The Third Man,1949-08-31,en,3.5472,0,1226098,Released,7.902,2087,London Films Productions,United Kingdom
769,ok,GoodFellas,1990-09-12,en,27.8408,25000000,47072327,Released,8.453,14262,Winkler Films,United States of America
348,ok,Alien,1979-05-25,en,22.6232,11000000,104931801,Released,8.17,16264,Brandywine Productions,United States of America
766,ok,Army of Darkness,1992-10-31,en,5.5267,11000000,21502976,Released,7.263,3494,Renaissance Pictures,United States of America
539,ok,Psycho,1960-06-22,en,16.7462,1999,2007,Released,8.414,10947,Shamley Productions,United States of America
525,ok,The Blues Brothers,1980-06-16,en,5.3537,27000000,115229890,Released,7.717,4547,Universal Pictures,United States of America
240,ok,The Godfather Part II,1974-12-20,en,25.4571,13000000,102600000,Released,8.571,13843,Paramount Pictures,United States of America
600,ok,Full Metal Jacket,1987-06-26,en,10.9408,30000000,46357676,Released,8.119,11391,Natant,United Kingdom
530,ok,A Grand Day Out,1990-05-18,en,2.2555,17300,40118,Released,7.482,990,Aardman,United Kingdom
279,ok,Amadeus,1984-09-19,en,8.1719,18000000,90007557,Released,8.023,4732,The Saul Zaentz Company,United States of America
1578,ok,Raging Bull,1980-11-14,en,6.4426,18000000,23380203,Released,7.904,4735,United Artists,United States of America
703,ok,Annie Hall,1977-04-19,en,4.9961,4000000,43989445,Released,7.734,4220,Jack Rollins & Charles H. Joffe Productions,United States of America
9549,ok,The Right Stuff,1983-10-20,en,4.0757,27000000,21500000,Released,7.409,958,The Ladd Company,United States of America
387,ok,Das Boot,1981-09-17,de,6.3337,14000000,85000000,Released,8.082,2492,Radiant Film,Germany
9277,ok,The Sting,1973-12-25,en,6.7372,5500000,159616327,Released,8.016,2953,Universal Pictures,United States of America
343,ok,Harold and Maude,1971-12-20,en,2.5198,1200000,0,Released,7.601,1199,Paramount Pictures,United States of America
218,ok,The Terminator,1984-10-26,en,18.3811,6400000,78371200,Released,7.679,14508,Hemdale,United Kingdom
9665,ok,Glory,1989-12-15,en,5.4967,18000000,26800000,Released,7.476,1797,Freddie Fields Productions,United States of America
696,ok,Manhattan,1979-04-25,en,3.0695,9000000,40194067,Released,7.719,2606,United Artists,United States of America
379,ok,Miller's Crossing,1990-09-21,en,3.8115,14000000,5080409,Released,7.452,1831,Circle Films,United States of America
207,ok,Dead Poets Society,1989-06-02,en,14.5139,16400000,235860116,Released,8.3,12524,A Steven Haft Production,United States of America
37247,ok,The Graduate,1967-12-21,en,5.7967,3000000,104945305,Released,7.633,3655,AVCO Embassy Pictures,United States of America
9322,ok,Nikita,1990-02-21,fr,4.1975,6000000,5018604,Released,7.108,2145,Gaumont,France
826,ok,The Bridge on the River Kwai,1957-10-11,en,3.7332,2800000,44908000,Released,7.8,2358,Horizon Pictures,United Kingdom
829,ok,Chinatown,1974-06-20,en,6.3378,6000000,30000000,Released,7.91,4235,Paramount Pictures,United States of America
828,ok,The Day the Earth Stood Still,1951-09-18,en,3.1378,995000,1850000,Released,7.461,1231,20th Century Fox,United States of America
3063,ok,Duck Soup,1933-11-12,en,2.2158,0,0,Released,7.319,855,Paramount Pictures,United States of America
13667,ok,Better Off Dead...,1985-08-23,en,2.5902,3500000,10297601,Released,6.582,547,A&M Films,United States of America
694,ok,The Shining,1980-05-23,en,13.7078,19000000,44781695,Released,8.2,18839,Warner Bros. Pictures,United Kingdom
235,ok,Stand by Me,1986-08-08,en,8.7924,8000000,52289686,Released,7.838,6481,Act III Productions,United States of America
765,ok,Evil Dead II,1987-03-13,en,6.2868,3500000,10900000,Released,7.544,3453,Rosebud Releasing Corporation,United States of America
5925,ok,The Great Escape,1963-07-03,en,6.4259,4000000,11700000,Released,7.926,2825,The Mirisch Company,United States of America
11778,ok,The Deer Hunter,1978-12-08,en,7.2894,15000000,49000000,Released,7.975,4213,Universal Pictures,United Kingdom
137,ok,Groundhog Day,1993-02-11,en,7.8786,14600000,71108778,Released,7.628,8839,Columbia Pictures,United States of America
33,ok,Unforgiven,1992-08-07,en,8.2005,14400000,159157447,Released,7.906,4919,Warner Bros. Pictures,United States of America
982,ok,The Manchurian Candidate,1962-10-24,en,3.2432,2200000,7700000,Released,7.514,802,MC Productions,United States of America
212,ok,Arsenic and Old Lace,1944-09-01,en,2.529,1120175,0,Released,7.6,1037,Warner Bros. Pictures,United States of America
105,ok,Back to the Future,1985-07-03,en,21.3315,19000000,381109762,Released,8.325,21691,Universal Pictures,United States of America
1633,ok,Fried Green Tomatoes,1991-12-27,en,5.5453,11000000,119418501,Released,7.7,1462,Universal Pictures,United States of America
11202,ok,Patton,1970-01-25,en,3.6284,12000000,89800000,Released,7.465,1207,20th Century Fox,United States of America
149,ok,Akira,1988-06-10,ja,10.1462,5700000,49000000,Released,7.9,4739,MBS,Japan
8009,ok,Highlander,1986-03-07,en,8.7293,19000000,12900000,Released,6.862,2889,Davis-Panzer Productions,United Kingdom
903,ok,Cool Hand Luke,1967-11-01,en,6.6578,3200000,16217773,Released,7.743,1606,Warner Bros.-Seven Arts,United States of America
3034,ok,Young Frankenstein,1974-12-15,en,5.8312,2800000,86273333,Released,7.853,3377,Crossbow Productions,United States of America
756,ok,Fantasia,1940-11-13,en,4.8104,2280000,76411819,Released,7.34,3303,Walt Disney Productions,United States of America
2640,ok,Heathers,1989-03-31,en,4.439,3000000,1166207,Released,7.271,1858,New World Pictures,United States of America
665,ok,Ben-Hur,1959-11-18,en,10.0002,15000000,164000000,Released,7.885,3119,Metro-Goldwyn-Mayer,United States of America
11031,ok,This Is Spinal Tap,1984-03-02,en,3.0171,2500000,6051884,Released,7.418,1621,Spinal Tap Prod.,United States of America
89,ok,Indiana Jones and the Last Crusade,1989-05-24,en,8.87,48000000,474171806,Released,7.851,11011,Paramount Pictures,United States of America
10322,ok,Being There,1979-12-19,en,2.839,0,30177511,Released,7.593,1121,Northstar Media,United States of America
783,ok,Gandhi,1982-12-01,en,5.5358,22000000,77737889,Released,7.562,2495,Goldcrest,India
14370,ok,Real Genius,1985-08-07,en,3.227,8000000,12952019,Released,6.649,494,Tri-Star-Delphi III Productions,United States of America
12104,ok,Pink Floyd: The Wall,1982-07-14,en,3.4619,12000000,22244207,Released,7.93,1630,Goldcrest,United Kingdom
625,ok,The Killing Fields,1984-11-23,en,2.7683,14400000,34700291,Released,7.465,823,Goldcrest,United Kingdom
2323,ok,Field of Dreams,1989-04-21,en,4.6393,15000000,84431625,Released,7.112,1657,Universal Pictures,United States of America
642,ok,Butch Cassidy and the Sundance Kid,1969-09-23,en,4.0879,6000000,102308889,Released,7.613,2447,Campanile Productions,United States of America
639,ok,When Harry Met Sally...,1989-07-12,en,6.2519,16000000,92823546,Released,7.403,4565,Castle Rock Entertainment,United States of America
8077,ok,Alien³,1992-05-22,en,7.1774,50000000,159773545,Released,6.4,6322,20th Century Fox,United States of America
814,ok,An American Werewolf in London,1981-08-21,en,4.3032,10000000,31973249,Released,7.395,2684,Lyncanthrope Films,United Kingdom
571,ok,The Birds,1963-03-28,en,4.4804,2500000,11500000,Released,7.515,4448,Alfred J. Hitchcock Productions,United States of America
6114,ok,Bram Stoker's Dracula,1992-11-13,en,10.0791,40000000,215862692,Released,7.449,5730,American Zoetrope,United States of America
1598,ok,Cape Fear,1991-11-13,en,6.1462,35000000,182300000,Released,7.261,3833,Amblin Entertainment,United States of America
7340,ok,Carrie,1976-11-03,en,6.6284,1800000,33800000,Released,7.332,4274,United Artists,United States of America
377,ok,A Nightmare on Elm Street,1984-11-09,en,10.1629,1800000,57004513,Released,7.345,5689,New Line Cinema,United States of America
794,ok,The Omen,1976-06-25,en,4.9193,2800000,60922980,Released,7.4,2373,Mace Neufeld Productions,United States of America
199,ok,Star Trek: First Contact,1996-11-22,en,3.9715,46000000,146027888,Released,7.297,1941,Paramount Pictures,United States of America
7863,ok,Shine,1996-08-15,en,2.5569,5500000,35892330,Released,7.365,706,Fine Line Features,Australia
12498,ok,Sling Blade,1996-08-30,en,3.0605,1200000,34100000,Released,7.544,859,Miramax,United States of America
11674,ok,101 Dalmatians,1996-11-27,en,8.1915,54000000,320689294,Released,5.942,3618,Great Oaks Entertainment,United Kingdom
1573,ok,Die Hard 2,1990-07-03,en,7.3815,70000000,240031094,Released,6.972,6369,Gordon Company,United States of America
152,ok,Star Trek: The Motion Picture,1979-12-07,en,4.5399,44000000,139346243,Released,6.483,1917,Paramount Pictures,United States of America
174,ok,Star Trek VI: The Undiscovered Country,1991-12-06,en,3.0498,27000000,96888996,Released,7.041,1410,Paramount Pictures,United States of America
172,ok,Star Trek V: The Final Frontier,1989-06-09,en,3.9748,33000000,63000000,Released,5.7,1298,Paramount Pictures,United States of America
154,ok,Star Trek II: The Wrath of Khan,1982-06-04,en,3.6024,12000000,96594943,Released,7.448,2116,Paramount Pictures,United States of America
157,ok,Star Trek III: The Search for Spock,1984-06-01,en,2.6648,18000000,87000000,Released,6.586,1506,Paramount Pictures,United States of America
168,ok,Star Trek IV: The Voyage Home,1986-11-26,en,4.4555,21000000,133000000,Released,7.175,1642,Paramount Pictures,United States of America
364,ok,Batman Returns,1992-06-19,en,7.7204,80000000,280000000,Released,6.947,7052,Warner Bros. Pictures,United States of America
11967,ok,Young Guns,1988-08-12,en,5.629,13000000,44700000,Released,6.677,1025,Morgan Creek Entertainment,United States of America
621,ok,Grease,1978-06-16,en,10.367,6000000,396271103,Released,7.371,7644,Paramount Pictures,United States of America
8845,ok,Under Siege,1992-10-08,en,4.6715,35000000,156563139,Released,6.309,1710,Regency Enterprises,France
578,ok,Jaws,1975-06-20,en,15.1623,7000000,470653000,Released,7.682,11474,The Zanuck/Brown Company,United States of America
75,ok,Mars Attacks!,1996-12-13,en,6.6613,70000000,101371017,Released,6.423,5850,Warner Bros. Pictures,United States of America
9390,ok,Jerry Maguire,1996-12-13,en,7.6929,50000000,273600000,Released,6.983,3681,TriStar Pictures,United States of America
378,ok,Raising Arizona,1987-03-13,en,3.6406,6000000,29180280,Released,7.053,2318,Circle Films,United States of America
2322,ok,Sneakers,1992-09-09,en,6.7743,23000000,105232691,Released,6.915,1047,Universal Pictures,United States of America
3179,ok,Beavis and Butt-Head Do America,1996-12-20,en,2.3605,12000000,63118386,Released,6.643,776,Paramount Pictures,United States of America
4232,ok,Scream,1996-12-20,en,14.1384,14000000,173046663,Released,7.43,7886,Dimension Films,United States of America
9361,ok,The Last of the Mohicans,1992-08-26,en,7.4644,40000000,75505856,Released,7.4,3397,Morgan Creek Entertainment,United States of America
2928,ok,Michael,1996-12-25,en,6.3803,20000000,119700000,Released,5.718,681,Alphaville Films,United States of America
9404,ok,Police Story 4: First Strike,1996-02-10,cn,3.8086,1500000,53168876,Released,6.489,532,Orange Sky Golden Harvest,Hong Kong
9619,ok,Dante's Peak,1997-02-07,en,4.8365,116000000,178127760,Released,6.225,2054,Pacific Western,United States of America
16448,ok,Waiting for Guffman,1997-01-31,en,2.0064,4000000,2900000,Released,7.024,272,Pale Morning Dun,United States of America
9366,ok,Donnie Brasco,1997-02-27,en,8.0408,35000000,124909762,Released,7.539,4832,Mark Johnson Productions,United States of America
9403,ok,Private Parts,1997-03-07,en,3.3359,28000000,41200000,Released,6.487,376,Rysher Entertainment,United States of America
10003,ok,The Saint,1997-04-03,en,3.2973,68000000,118100000,Released,6.103,1234,Paramount Pictures,United States of America
1624,ok,Liar Liar,1997-03-21,en,6.5142,45000000,302710615,Released,6.708,6192,Universal Pictures,United States of America
9360,ok,Anaconda,1997-04-11,en,6.6122,45000000,136885767,Released,5.269,2782,St. Tropez Films,Brazil
9434,ok,Grosse Pointe Blank,1997-04-11,en,3.1369,15000000,31100000,Released,6.966,1018,Caravan Pictures,United States of America
9611,ok,Romy and Michele's High School Reunion,1997-04-25,en,2.7579,20000000,29235353,Released,6.241,583,Touchstone Pictures,United States of America
816,ok,Austin Powers: International Man of Mystery,1997-05-02,en,5.6561,16500000,67711748,Released,6.594,3765,New Line Cinema,Germany
18,ok,The Fifth Element,1997-05-02,fr,12.6331,90000000,263920180,Released,7.566,11618,Gaumont,France
330,ok,The Lost World: Jurassic Park,1997-05-23,en,0.6184,73000000,618638999,Released,6.6,9183,Universal Pictures,United States of America
1701,ok,Con Air,1997-06-05,en,8.119,75000000,224012234,Released,6.77,4656,Touchstone Pictures,United States of America
415,ok,Batman & Robin,1997-06-20,en,9.4395,125000000,238207122,Released,4.391,5379,Warner Bros. Pictures,United States of America
11970,ok,Hercules,1997-06-13,en,13.9509,85000000,252712101,Released,7.491,7889,Walt Disney Feature Animation,United States of America
8874,ok,My Best Friend's Wedding,1997-06-19,en,2.8161,38000000,299288605,Released,6.563,2873,Zucker Brothers Productions,United States of America
754,ok,Face/Off,1997-06-27,en,8.8455,80000000,245700000,Released,7.1,5851,WCG Entertainment Productions,United States of America
607,ok,Men in Black,1997-07-02,en,13.1572,90000000,589390539,Released,7.22,14765,Columbia Pictures,United States of America
686,ok,Contact,1997-07-11,en,8.774,90000000,171120329,Released,7.441,4956,South Side Amusement Company,United States of America
4421,ok,G.I. Jane,1997-08-19,en,5.3949,50000000,48169156,Released,6.468,1835,Caravan Pictures,United Kingdom
9387,ok,Conan the Barbarian,1982-03-16,en,6.5589,20000000,68851475,Released,6.803,2771,The De Laurentiis Company,United States of America
10603,ok,George of the Jungle,1997-07-15,en,6.3097,55000000,174463257,Released,5.659,2239,Mandeville Films,United States of America
8413,ok,Event Horizon,1997-08-15,en,6.949,60000000,26700000,Released,6.6,3250,Impact Pictures,United Kingdom
10336,ok,Spawn,1997-07-31,en,4.3873,40000000,87840042,Released,5.434,1468,New Line Cinema,United States of America
8834,ok,Conspiracy Theory,1997-08-08,en,3.6788,75000000,137000000,Released,6.62,1625,Silver Pictures,United States of America
9772,ok,Air Force One,1997-07-25,en,5.7474,85000000,315200000,Released,6.472,3292,Radiant Productions,United States of America
1669,ok,The Hunt for Red October,1990-03-02,en,6.6527,30000000,200512643,Released,7.382,3601,Paramount Pictures,United States of America
10806,ok,In & Out,1997-09-10,en,2.8861,35000000,63900000,Released,6.46,741,Paramount Pictures,United States of America
6623,ok,The Peacemaker,1997-09-26,en,3.8762,50000000,110463140,Released,6.048,1114,DreamWorks Pictures,United States of America
2118,ok,L.A. Confidential,1997-09-19,en,8.1182,35000000,126216940,Released,7.8,5505,Regency Enterprises,United States of America
2649,ok,The Game,1997-09-12,en,8.1241,50000000,109423648,Released,7.571,7284,PolyGram Filmed Entertainment,United States of America
2255,ok,Chasing Amy,1997-04-04,en,3.4169,250000,12021272,Released,6.762,1531,View Askew Productions,United States of America
9427,ok,The Full Monty,1997-08-13,en,3.2793,3500000,257850122,Released,6.992,1780,Redwave Films,United Kingdom
3597,ok,I Know What You Did Last Summer,1997-10-17,en,5.7066,17000000,125586134,Released,6.002,3240,Mandalay Entertainment,United States of America
1813,ok,The Devil's Advocate,1997-10-17,en,13.8847,57000000,153000000,Released,7.469,6735,Monarchy Enterprises B.V.,Germany
782,ok,Gattaca,1997-07-09,en,8.876,36000000,12532777,Released,7.565,6889,Jersey Films,United States of America
10890,ok,Stripes,1981-06-26,en,4.1834,10000000,85297000,Released,6.568,1027,Columbia Pictures,United States of America
