tmdb_id,tmdb_fetch_status,tmdb_title,tmdb_release_date,tmdb_original_language,tmdb_popularity,tmdb_budget,tmdb_revenue,tmdb_status,tmdb_vote_average,tmdb_vote_count,tmdb_primary_company,tmdb_primary_country
4995,ok,Boogie Nights,1997-10-07,en,7.2722,15000000,43101594,Released,7.63,3537,New Line Cinema,United States of America
9281,ok,Witness,1985-02-08,en,3.967,12000000,116107459,Released,7.1,1875,Paramount Pictures,United States of America
563,ok,Starship Troopers,1997-11-07,en,8.1206,105000000,121214377,Released,7.1,5444,TriStar Pictures,United States of America
10215,ok,Sliding Doors,1998-04-23,en,3.6796,6000000,58809149,Released,6.566,1409,Intermedia Films,United Kingdom
37165,ok,The Truman Show,1998-06-04,en,16.9822,60000000,264118712,Released,8.151,20094,Paramount Pictures,United States of America
9444,ok,Anastasia,1997-11-20,en,8.253,53000000,139804348,Released,7.608,5596,Fox Animation Studios,United States of America
8078,ok,Alien Resurrection,1997-11-12,en,9.2049,70000000,162000000,Released,6.2,5512,20th Century Fox,United States of America
489,ok,Good Will Hunting,1997-12-05,en,14.6266,10000000,225933435,Released,8.161,13756,Lawrence Bender Productions,United States of America
8197,ok,Midnight in the Garden of Good and Evil,1997-11-21,en,2.2272,35000000,25100000,Released,6.352,625,Warner Bros. Pictures,United States of America
4233,ok,Scream 2,1997-12-12,en,8.1997,24000000,172363301,Released,6.5,4697,Dimension Films,United States of America
597,ok,Titanic,1997-12-18,en,31.3919,200000000,2264162353,Released,7.902,27060,Paramount Pictures,United States of America
714,ok,Tomorrow Never Dies,1997-12-11,en,6.0951,110000000,333011068,Released,6.378,3421,EON Productions,United Kingdom
184,ok,Jackie Brown,1997-12-25,en,5.7899,12000000,74727492,Released,7.357,6904,Miramax,United States of America
115,ok,The Big Lebowski,1998-03-06,en,9.629,15000000,47010480,Released,7.84,12114,PolyGram Filmed Entertainment,United Kingdom
586,ok,Wag the Dog,1997-12-25,en,3.5248,15000000,64256513,Released,6.942,1052,New Line Cinema,United States of America
2666,ok,Dark City,1998-02-27,en,5.1116,27000000,27200000,Released,7.3,3170,New Line Cinema,Australia
11003,ok,The Wedding Singer,1998-02-13,en,3.6405,18000000,123306987,Released,6.773,1905,Robert Simonds Productions,United States of America
10153,ok,Sphere,1998-02-13,en,3.8952,80000000,37020277,Released,6.129,1798,Warner Bros. Pictures,United States of America
2898,ok,As Good as It Gets,1997-12-19,en,5.0515,50000000,314178011,Released,7.402,4102,TriStar Pictures,United States of America
11808,ok,U.S. Marshals,1998-03-06,en,4.8639,60000000,102367405,Released,6.538,1784,Kopelson Entertainment,United States of America
9313,ok,The Man in the Iron Mask,1998-03-12,en,5.2371,35000000,183000000,Released,6.648,4110,United Artists,United States of America
617,ok,Wild Things,1998-03-20,en,5.9703,20000000,67200000,Released,6.373,1963,Mandalay Entertainment,United States of America
2157,ok,Lost in Space,1998-04-03,en,6.3795,80000000,136159423,Released,5.4,1306,Saltire Entertainment,United States of America
8656,ok,Deep Impact,1998-05-08,en,6.4311,75000000,349464664,Released,6.232,3290,Paramount Pictures,United States of America
929,ok,Godzilla,1998-05-20,en,6.3913,130000000,379014294,Released,5.649,4205,TriStar Pictures,United States of America
9452,ok,Bulworth,1998-05-15,en,2.804,30000000,29202884,Released,6.3,267,20th Century Fox,United States of America
1878,ok,Fear and Loathing in Las Vegas,1998-05-22,en,5.0233,18500000,10700000,Released,7.207,4996,Summit Entertainment,United States of America
10674,ok,Mulan,1998-06-18,en,15.1827,90000000,304320254,Released,7.9,10365,Walt Disney Feature Animation,United States of America
846,ok,The X-Files,1998-06-19,en,5.1828,66000000,189198313,Released,6.903,1790,Ten Thirteen Productions,United States of America
3050,ok,Doctor Dolittle,1998-06-26,en,5.3669,71000000,294500000,Released,5.717,3270,20th Century Fox,United States of America
1389,ok,Out of Sight,1998-06-26,en,4.5069,48000000,77745966,Released,6.684,1399,Universal Pictures,United States of America
95,ok,Armageddon,1998-07-01,en,8.9562,140000000,553799566,Released,6.83,8526,Touchstone Pictures,United States of America
944,ok,Lethal Weapon 4,1998-07-10,en,4.7366,140000000,285444603,Released,6.604,2921,Silver Pictures,United States of America
473,ok,Pi,1998-07-10,en,3.5159,60000,3221152,Released,7.119,2473,Harvest Filmworks,United States of America
544,ok,There's Something About Mary,1998-07-15,en,6.9451,23000000,369900000,Released,6.629,5314,20th Century Fox,United States of America
654,ok,On the Waterfront,1954-06-22,en,3.4526,910000,9600631,Released,7.873,1764,Columbia Pictures,United States of America
1725,ok,West Side Story,1961-12-13,en,3.1852,6000000,43700000,Released,7.231,2029,Seven Arts Productions,United States of America
3116,ok,Midnight Cowboy,1969-05-25,en,3.454,3600000,44785053,Released,7.519,1585,Florin Productions,United States of America
1051,ok,The French Connection,1971-10-09,en,4.4014,1800000,41200000,Released,7.5,2115,D'Antoni Productions,United States of America
1366,ok,Rocky,1976-12-03,en,11.5355,1000000,117253345,Released,7.795,8564,Winkler Films,United States of America
11050,ok,Terms of Endearment,1983-11-20,en,3.5371,8000000,108423749,Released,7.127,822,Paramount Pictures,United States of America
746,ok,The Last Emperor,1987-10-04,en,4.6691,23800000,44000000,Released,7.581,1909,Soprofilms,China
380,ok,Rain Man,1988-12-12,en,7.8501,25000000,354825435,Released,7.751,7058,United Artists,United States of America
403,ok,Driving Miss Daisy,1989-12-13,en,3.6722,7500000,145793296,Released,7.235,1769,Warner Bros. Pictures,United States of America
13820,ok,Repo Man,1984-03-02,en,2.3899,1500000,2300000,Released,6.666,666,Edge City Productions,United States of America
13597,ok,Labyrinth,1986-06-27,en,7.4946,25000000,12729917,Released,7.275,2719,Henson Associates,United Kingdom
2108,ok,The Breakfast Club,1985-02-15,en,7.5999,1000000,51530442,Released,7.7,8502,Universal Pictures,United States of America
948,ok,Halloween,1978-10-24,en,13.4149,325000,70260597,Released,7.556,6146,Compass International Pictures,United States of America
609,ok,Poltergeist,1982-06-04,en,6.0299,10700000,121733131,Released,7.156,3307,Metro-Goldwyn-Mayer,United States of America
9552,ok,The Exorcist,1973-12-26,en,12.0353,12000000,441306145,Released,7.742,8588,Hoya Productions,United States of America
941,ok,Lethal Weapon,1987-03-06,en,7.5404,15000000,120207127,Released,7.292,5011,Silver Pictures,United States of America
942,ok,Lethal Weapon 2,1989-07-07,en,5.7218,25000000,227853986,Released,7.034,3721,Silver Pictures,United States of America
943,ok,Lethal Weapon 3,1992-05-15,en,4.7008,35000000,321731527,Released,6.714,3213,Silver Pictures,United States of America
927,ok,Gremlins,1984-06-08,en,7.942,11000000,153083102,Released,7.142,6949,Amblin Entertainment,United States of America
9340,ok,The Goonies,1985-06-07,en,11.959,19000000,69649283,Released,7.516,6200,Amblin Entertainment,United States of America
9342,ok,The Mask of Zorro,1998-07-16,en,6.0675,95000000,250288523,Released,6.582,4312,TriStar Pictures,United States of America
19,ok,Metropolis,1927-01-10,de,4.8088,5300000,1350322,Released,8.09,3078,UFA,Germany
165,ok,Back to the Future Part II,1989-11-22,en,9.22,40000000,332000000,Released,7.8,13857,Universal Pictures,United States of America
196,ok,Back to the Future Part III,1990-05-25,en,7.2136,40000000,244527583,Released,7.492,11463,Universal Pictures,United States of America
551,ok,The Poseidon Adventure,1972-12-01,en,4.2969,5000000,84563118,Released,7.137,998,Kent Productions,United States of America
3170,ok,Bambi,1942-08-14,en,6.9187,858000,267447150,Released,7.01,6001,Walt Disney Productions,United States of America
346,ok,Seven Samurai,1954-04-26,ja,21.3963,2000000,105000000,Released,8.45,4207,TOHO,Japan
859,ok,Dangerous Liaisons,1988-12-21,en,4.934,14000000,34670720,Released,7.19,1262,Lorimar Film Entertainment,United States of America
841,ok,Dune,1984-12-14,en,8.3524,40000000,31502434,Released,6.182,3400,The De Laurentiis Company,United States of America
242,ok,The Godfather Part III,1990-12-25,en,10.7874,54000000,136766062,Released,7.42,6817,Paramount Pictures,United States of America
857,ok,Saving Private Ryan,1998-07-24,en,15.6938,70000000,481840909,Released,8.223,17122,DreamWorks Pictures,United States of America
10122,ok,Flight of the Navigator,1986-07-30,en,3.2165,9000000,18564613,Released,6.959,937,New Star Entertainment,United States of America
10439,ok,Hocus Pocus,1993-07-16,en,6.8038,28000000,51663767,Released,7.038,3276,Walt Disney Pictures,United States of America
11158,ok,"Honey, I Blew Up the Kid",1992-07-16,en,2.7731,40000000,58662452,Released,5.278,1271,Walt Disney Pictures,United States of America
9354,ok,"Honey, I Shrunk the Kids",1989-06-23,en,4.0476,18000000,222724172,Released,6.318,3309,Walt Disney Pictures,United States of America
9631,ok,The Negotiator,1998-07-29,en,6.1444,50000000,44547681,Released,7.109,2360,Regency Enterprises,Germany
1779,ok,Roger & Me,1989-09-01,en,0.9182,160000,6706368,Released,7.093,317,Dog Eat Dog Films,United States of America
907,ok,Doctor Zhivago,1965-12-22,en,4.9362,11000000,111858363,Released,7.55,1261,Metro-Goldwyn-Mayer,Italy
793,ok,Blue Velvet,1986-09-19,en,6.5991,6000000,8636706,Released,7.607,3803,DEG,United States of America
9325,ok,The Jungle Book,1967-10-18,en,7.7742,4000000,378000000,Released,7.278,6643,Walt Disney Productions,United States of America
10340,ok,Lady and the Tramp,1955-06-22,en,6.4908,4000000,36359037,Released,7.1,5622,Walt Disney Productions,United States of America
10144,ok,The Little Mermaid,1989-11-17,en,12.1899,40000000,211343479,Released,7.4,8372,Silver Screen Partners IV,United States of America
10414,ok,The Mighty Ducks,1992-10-02,en,3.3186,10000000,50752337,Released,6.577,972,Avnet/Kerner Productions,United States of America
12230,ok,One Hundred and One Dalmatians,1961-01-25,en,6.5717,3600000,303000000,Released,7.173,6647,Walt Disney Productions,United States of America
10693,ok,Peter Pan,1953-02-05,en,8.9651,4000000,87400000,Released,7.189,5722,Walt Disney Productions,United States of America
10249,ok,The Rocketeer,1991-06-21,en,3.3407,42000000,46704056,Released,6.468,1034,Walt Disney Pictures,United States of America
10882,ok,Sleeping Beauty,1959-02-17,en,10.0303,6000000,51600000,Released,6.941,5456,Walt Disney Productions,United States of America
2619,ok,Splash,1984-03-09,en,5.1419,8000000,69800000,Released,6.261,1477,Touchstone Pictures,United States of America
97,ok,Tron,1982-07-09,en,5.3641,17000000,33002371,Released,6.6,2725,Lisberger/Kushner Productions,United States of America
2107,ok,L.A. Story,1991-02-08,en,2.2661,0,28900000,Released,6.51,381,L.A. Films,United States of America
6471,ok,The Jerk,1979-12-14,en,2.2411,4000000,100000000,Released,6.9,897,Universal Pictures,United States of America
87,ok,Indiana Jones and the Temple of Doom,1984-05-23,en,8.9676,28000000,333000000,Released,7.308,10070,Paramount Pictures,United States of America
2907,ok,The Addams Family,1991-11-22,en,6.7012,30000000,191502426,Released,7.067,5019,Paramount Pictures,United States of America
9454,ok,EverAfter,1998-07-31,en,4.2074,26000000,98005666,Released,7.43,1555,20th Century Fox,United States of America
14367,ok,Adventures in Babysitting,1987-07-01,en,3.7275,7000000,34368475,Released,6.852,746,Silver Screen Partners III,United States of America
11814,ok,Weird Science,1985-08-01,en,5.0671,7500000,38934048,Released,6.545,1535,Universal Pictures,United States of America
15171,ok,Charlotte's Web,1973-03-01,en,1.6905,0,5232000,Released,6.842,406,Hanna-Barbera Cartoons,United States of America
11704,ok,The Secret of NIMH,1982-06-17,en,3.1536,7000000,14665733,Released,7.5,933,United Artists,United States of America
11639,ok,The Dark Crystal,1982-12-17,en,4.1629,15000000,44626631,Released,7.136,1246,ITC Entertainment,United Kingdom
15144,ok,Sixteen Candles,1984-05-04,en,4.7692,6500000,23686027,Released,6.757,2203,Universal Pictures,United States of America
11522,ok,Pretty in Pink,1986-02-28,en,4.5144,9000000,40471663,Released,6.696,1198,Paramount Pictures,United States of America
8393,ok,The Gods Must Be Crazy,1980-09-10,en,6.8124,5000000,200000000,Released,7.256,1304,CAT Films,South Africa
805,ok,Rosemary's Baby,1968-06-12,en,5.8171,3200000,33395426,Released,7.819,4347,William Castle Productions,United States of America
34584,ok,The NeverEnding Story,1984-04-06,de,6.8356,27000000,20158808,Released,7.218,4355,Constantin Film,Germany
36647,ok,Blade,1998-08-21,en,11.1906,45000000,131183530,Released,6.8,6652,New Line Cinema,United States of America
4011,ok,Beetlejuice,1988-03-30,en,8.9968,15000000,84554197,Released,7.369,8408,Geffen Pictures,United States of America
845,ok,Strangers on a Train,1951-06-27,en,3.1197,1200000,7000000,Released,7.667,1868,Warner Bros. Pictures,United States of America
847,ok,Willow,1988-05-20,en,5.7918,35000000,57300000,Released,7.0,2147,Metro-Goldwyn-Mayer,United States of America
117,ok,The Untouchables,1987-06-03,en,6.773,25000000,76270454,Released,7.755,6138,Paramount Pictures,United States of America
10220,ok,Rounders,1998-09-11,en,4.5907,12000000,22912409,Released,7.0,1915,Miramax,United States of America
431,ok,Cube,1998-07-11,en,3.8764,257899,8969065,Released,6.819,5186,Cube Libre,Canada
12626,ok,Broadcast News,1987-12-16,en,2.6655,20000000,67330500,Released,6.766,461,Amercent Films,United States of America
3525,ok,Working Girl,1988-12-20,en,3.8603,28000000,103173635,Released,6.606,1050,20th Century Fox,United States of America
2028,ok,Say Anything...,1989-04-14,en,6.285,16000000,20036737,Released,7.013,1097,Gracie Films,United States of America
11597,ok,Toys,1992-12-18,en,2.7279,50000000,23278931,Released,5.292,583,20th Century Fox,United States of America
881,ok,A Few Good Men,1992-12-11,en,7.1901,40000000,243240178,Released,7.5,4118,David Brown Productions,United States of America
2109,ok,Rush Hour,1998-09-18,en,13.1031,33000000,244721064,Released,7.1,5610,New Line Cinema,United States of America
8195,ok,Ronin,1998-09-25,en,4.7553,55000000,70692101,Released,6.961,2647,United Artists,United Kingdom
1091,ok,The Thing,1982-06-25,en,12.0465,15000000,19629760,Released,8.07,7865,Universal Pictures,United States of America
10403,ok,The Player,1992-05-08,en,5.5687,8000000,21706101,Released,7.194,942,Avenue Pictures,United States of America
162,ok,Edward Scissorhands,1990-12-07,en,10.5039,20000000,86024005,Released,7.72,13717,20th Century Fox,United States of America
8916,ok,Antz,1998-10-02,en,6.0797,60000000,171757863,Released,6.182,4717,Pacific Data Images,United States of America
30197,ok,The Producers,1968-03-18,en,2.8343,947000,0,Released,7.066,896,Crossbow Productions,United States of America
10377,ok,My Cousin Vinny,1992-03-13,en,4.7641,11000000,64088552,Released,7.501,1863,Palo Vista Productions,United States of America
2657,ok,Pleasantville,1998-09-17,en,3.9338,60000000,49800000,Released,7.269,1861,New Line Cinema,United States of America
637,ok,Life Is Beautiful,1997-12-20,it,13.3889,20000000,230098753,Released,8.439,13939,Mario e Vittorio Cecchi Gori - C.E.I.A.D.,Italy
73,ok,American History X,1998-07-01,en,10.759,20000000,23900000,Released,8.327,12505,New Line Cinema,United States of America
10663,ok,The Waterboy,1998-11-06,en,3.9307,23000000,185991646,Released,6.055,2006,Touchstone Pictures,United States of America
4518,ok,Elizabeth,1998-09-13,en,4.2983,30000000,82150642,Released,7.165,1497,PolyGram Filmed Entertainment,United Kingdom
297,ok,Meet Joe Black,1998-11-12,en,9.6592,90000000,142940100,Released,7.358,5712,Universal Pictures,United States of America
12560,ok,The Big Chill,1983-09-30,en,2.8544,8000000,56342711,Released,6.842,649,Carson Productions,United States of America
9798,ok,Enemy of the State,1998-11-20,en,5.2669,90000000,250649836,Released,7.062,4224,Touchstone Pictures,United Kingdom
9487,ok,A Bug's Life,1998-11-25,en,10.6768,80000000,363258859,Released,6.974,9687,Pixar,United States of America
10162,ok,Waking Ned,1998-11-20,en,1.6867,3000000,43515982,Released,7.062,338,Tomboy Films,France
244,ok,King Kong,1933-04-07,en,4.7995,672000,10001781,Released,7.596,1606,RKO Radio Pictures,United States of America
8130,ok,Desperately Seeking Susan,1985-03-29,en,2.4682,4500000,27399597,Released,6.071,503,Orion Pictures,United States of America
9749,ok,Fletch,1985-05-31,en,3.3836,8000000,59612888,Released,6.749,762,Universal Pictures,United States of America
10466,ok,The Money Pit,1986-03-26,en,3.9685,10000000,54999651,Released,6.511,1230,Amblin Entertainment,United States of America
707,ok,A View to a Kill,1985-05-24,en,4.7446,30000000,152427960,Released,6.249,2185,EON Productions,United Kingdom
9336,ok,Police Academy,1984-03-22,en,7.5904,4500000,81198894,Released,6.7,2973,The Ladd Company,United States of America
9447,ok,Babe: Pig in the City,1998-11-25,en,3.562,90000000,69100000,Released,5.67,1319,Kennedy Miller Productions,Australia
10223,ok,A Simple Plan,1998-12-11,en,3.4902,17000000,16316273,Released,7.212,1069,Paramount Pictures,United States of America
200,ok,Star Trek: Insurrection,1998-12-11,en,3.7729,70000000,112587658,Released,6.444,1340,Paramount Pictures,United States of America
9837,ok,The Prince of Egypt,1998-12-16,en,9.0723,70000000,218613188,Released,7.305,4280,DreamWorks Pictures,United States of America
11545,ok,Rushmore,1998-12-11,en,3.8942,9000000,17096053,Released,7.398,2711,Touchstone Pictures,United States of America
1934,ok,Shakespeare in Love,1998-12-11,en,4.2275,25000000,289317794,Released,6.836,3195,Miramax,United States of America
1368,ok,First Blood,1982-10-22,en,11.424,15000000,125212904,Released,7.505,6846,Carolco Pictures,United States of America
10303,ok,The Jewel of the Nile,1985-08-01,en,3.4267,25000000,96800000,Released,6.2,1266,SLM Production Group,United States of America
9326,ok,Romancing the Stone,1984-03-30,en,4.7339,10000000,86572238,Released,6.8,2028,SLM Production Group,United States of America
10328,ok,Cocoon,1985-06-21,en,3.7828,17500000,85300000,Released,6.638,1397,SLM Production Group,United States of America
1367,ok,Rocky II,1979-06-15,en,5.7684,7000000,200182160,Released,7.288,4763,United Artists,United States of America
1371,ok,Rocky III,1982-05-28,en,6.7116,17000000,125052898,Released,6.899,4469,United Artists,United States of America
1374,ok,Rocky IV,1985-11-21,en,6.3626,31000000,300473716,Released,7.082,4785,United Artists,United States of America
1885,ok,The Karate Kid,1984-06-22,en,8.2788,8000000,91138075,Released,7.217,4682,Columbia Pictures,United States of America
8856,ok,The Karate Kid Part II,1986-06-18,en,8.3712,13000000,115103979,Released,6.335,2460,Columbia Pictures,United States of America
5825,ok,National Lampoon's Christmas Vacation,1989-11-30,en,5.8199,27000000,74542088,Released,7.234,2685,Hughes Entertainment,United States of America
9489,ok,You've Got Mail,1998-12-18,en,5.4969,65000000,250800000,Released,6.702,3618,Warner Bros. Pictures,United States of America
8741,ok,The Thin Red Line,1998-12-23,en,5.4985,52000000,98126565,Released,7.441,3276,Fox 2000 Pictures,United States of America
9276,ok,The Faculty,1998-12-25,en,8.0203,15000000,40283321,Released,6.56,2226,Los Hooligans Productions,United States of America
10312,ok,Patch Adams,1998-12-25,en,5.2989,50000000,202292902,Released,7.309,3431,Universal Pictures,United States of America
9426,ok,The Fly,1986-08-15,en,9.981,15000000,60629159,Released,7.43,4939,SLM Production Group,Canada
9671,ok,Crocodile Dundee,1986-09-26,en,5.7192,5000000,328203506,Released,6.442,2104,Rimfire Films,Australia
9396,ok,Crocodile Dundee II,1988-05-19,en,3.3903,14000000,239606210,Released,5.881,1215,Rimfire Films,Australia
8388,ok,¡Three Amigos!,1986-12-12,en,4.431,25000000,39200000,Released,6.321,1141,L.A. Films,United States of America
10314,ok,She's All That,1999-01-29,en,4.4747,10000000,103166989,Released,6.312,2234,Tapestry Films,United States of America
2112,ok,Payback,1999-02-05,en,5.8095,90000000,161626121,Released,6.821,1985,Icon Productions,United States of America
11622,ok,Blast from the Past,1999-02-12,en,4.9109,35000000,40263020,Released,6.772,1211,Midnight Sun Pictures,United States of America
13466,ok,October Sky,1999-02-19,en,4.0804,25000000,34698685,Released,7.673,1419,Universal Pictures,United States of America
1542,ok,Office Space,1999-02-19,en,4.9254,10000000,12800000,Released,7.372,3362,20th Century Fox,United States of America
10803,ok,Logan's Run,1976-06-23,en,2.6569,9000000,25000000,Released,6.608,1030,Metro-Goldwyn-Mayer,United States of America
871,ok,Planet of the Apes,1968-02-07,en,9.5867,5800000,32589624,Released,7.7,3930,APJAC Productions,United States of America
9535,ok,Analyze This,1999-03-05,en,3.7347,80000000,176885658,Released,6.513,2115,Warner Bros. Pictures,United States of America
796,ok,Cruel Intentions,1999-03-05,en,14.9752,10500000,76347426,Released,6.798,3544,Newmarket Capital Group,United States of America
100,ok,"Lock, Stock and Two Smoking Barrels",1998-08-28,en,3.0362,1350000,28356188,Released,8.094,7160,The Steve Tisch Company,United Kingdom
603,ok,The Matrix,1999-03-31,en,33.3681,63000000,463517383,Released,8.243,27750,Village Roadshow Pictures,United States of America
4951,ok,10 Things I Hate About You,1999-03-30,en,14.8887,16000000,53478166,Released,7.589,8865,Mad Chance,United States of America
9430,ok,Go,1999-04-09,en,4.1278,6500000,28451622,Released,6.991,811,Banner Entertainment,United States of America
11355,ok,Never Been Kissed,1999-04-09,en,3.5423,25000000,84565230,Released,6.162,1573,Fox 2000 Pictures,United States of America
12596,ok,Pushing Tin,1999-04-23,en,2.2978,33000000,8408835,Released,5.871,433,Taurus Film,Germany
9451,ok,Election,1999-04-23,en,3.1714,25000000,14902041,Released,6.86,1179,Paramount Pictures,United States of America
1946,ok,eXistenZ,1999-04-14,en,4.6774,15000000,2856712,Released,6.786,2157,Alliance Atlantis,Canada
1844,ok,Entrapment,1999-04-29,en,3.8314,66000000,212404400,Released,6.236,2215,Fountainbridge Films,United Kingdom
8592,ok,Dick Tracy,1990-06-15,en,2.832,47000000,103738726,Released,6.154,1037,Touchstone Pictures,United States of America
564,ok,The Mummy,1999-04-16,en,20.6927,80000000,415885488,Released,6.967,9924,Alphaville Films,United States of America
1893,ok,Star Wars: Episode I - The Phantom Menace,1999-05-19,en,11.3148,115000000,924317558,Released,6.573,15750,Lucasfilm Ltd.,United States of America
1924,ok,Superman,1978-12-14,en,8.7857,55000000,300478449,Released,7.161,4243,Dovemead Films,United Kingdom
8536,ok,Superman II,1980-12-12,en,6.0446,54000000,216385706,Released,6.752,2504,Dovemead Films,United Kingdom
9531,ok,Superman III,1983-06-17,en,3.9673,39000000,80250623,Released,5.507,1865,Dovemead Films,United States of America
36685,ok,The Rocky Horror Picture Show,1975-08-14,en,5.2332,1400000,171181400,Released,7.4,3116,20th Century Fox,United Kingdom
509,ok,Notting Hill,1999-05-21,en,8.0461,42000000,363889678,Released,7.267,6690,Working Title Films,United Kingdom
817,ok,Austin Powers: The Spy Who Shagged Me,1999-06-08,en,5.9622,33000000,312016928,Released,6.305,3652,New Line Cinema,United States of America
37135,ok,Tarzan,1999-06-17,en,10.635,130000000,448200000,Released,7.397,7291,Walt Disney Pictures,United States of America
104,ok,Run Lola Run,1998-08-20,de,3.9179,1530000,7660911,Released,7.297,2544,X Filme Creative Pool,Germany
9032,ok,Big Daddy,1999-06-25,en,5.0789,34200000,234801895,Released,6.492,3524,Columbia Pictures,United States of America
6488,ok,Arachnophobia,1990-07-20,en,2.03,31000000,53200000,Released,6.447,1515,Amblin Entertainment,United States of America
9473,ok,"South Park: Bigger, Longer & Uncut",1999-06-24,en,4.1016,21000000,83137864,Released,7.28,2930,Paramount Pictures,United States of America
8487,ok,Wild Wild West,1999-06-30,en,4.7836,170000000,222104681,Released,5.321,3566,Warner Bros. Pictures,United States of America
2105,ok,American Pie,1999-07-09,en,17.769,11000000,235483004,Released,6.604,8255,Zide-Perry Productions,United States of America
1073,ok,Arlington Road,1999-03-19,en,4.9516,31000000,41100000,Released,7.041,1236,Lakeshore Entertainment,United States of America
2667,ok,The Blair Witch Project,1999-07-14,en,7.219,60000,248639099,Released,6.364,5393,Haxan Films,United States of America
345,ok,Eyes Wide Shut,1999-07-16,en,12.9388,67,162100000,Released,7.486,6982,Warner Bros. Pictures,United Kingdom
620,ok,Ghostbusters,1984-06-08,en,10.1421,30000000,296640120,Released,7.495,9699,Columbia Pictures,United States of America
2978,ok,Ghostbusters II,1989-06-16,en,5.139,37000000,215394738,Released,6.597,4820,Columbia Pictures,United States of America
332,ok,Inspector Gadget,1999-07-23,en,3.2671,75000000,134403112,Released,4.502,1311,DiC Entertainment,United States of America
8914,ok,Deep Blue Sea,1999-07-28,en,5.3349,60000000,164648231,Released,5.994,2640,Riche-Ludwig Productions,Australia
9824,ok,Mystery Men,1999-08-06,en,4.2122,68000000,29762011,Released,5.842,906,Universal Pictures,United States of America
4806,ok,Runaway Bride,1999-07-30,en,4.8375,70000000,309500000,Released,6.107,2159,Paramount Pictures,United States of America
10776,ok,Little Shop of Horrors,1986-12-19,en,4.7254,25000000,53964308,Released,6.964,1617,Geffen Pictures,United States of America
10386,ok,The Iron Giant,1999-08-06,en,7.0034,50000000,23300000,Released,7.952,6122,Warner Bros. Feature Animation,United States of America
745,ok,The Sixth Sense,1999-08-06,en,11.7658,40000000,672800000,Released,7.951,12791,Spyglass Entertainment,United States of America
913,ok,The Thomas Crown Affair,1999-08-06,en,4.8167,48000000,124305181,Released,6.749,1344,United Artists,United States of America
11353,ok,Bowfinger,1999-08-12,en,3.2801,55000000,98625775,Released,6.179,940,Universal Pictures,United States of America
9267,ok,And Now for Something Completely Different,1971-09-28,en,1.5491,100000,7000,Released,7.215,579,Kettledrum Films,United Kingdom
813,ok,Airplane!,1980-06-27,en,9.3307,3500000,83453539,Released,7.307,5033,Paramount Pictures,United States of America
11153,ok,National Lampoon's Vacation,1983-07-29,en,5.5629,15000000,61418063,Released,7.099,1721,Warner Bros. Pictures,United States of America
2280,ok,Big,1988-06-03,en,6.9138,18000000,151927281,Released,7.185,4016,American Entertainment Partners II L.P.,United States of America
850,ok,A Christmas Story,1983-11-18,en,3.1409,3300000,20700000,Released,7.23,1412,Metro-Goldwyn-Mayer,United States of America
10154,ok,Mickey Blue Eyes,1999-08-16,en,2.489,75000000,54264342,Released,5.695,595,Castle Rock Entertainment,United Kingdom
1911,ok,The 13th Warrior,1999-08-13,en,4.772,120000000,61698899,Released,6.7,2022,Touchstone Pictures,United States of America
10307,ok,Stigmata,1999-09-02,en,3.7648,29000000,50041732,Released,6.292,1231,FGM Entertainment,United States of America
14,ok,American Beauty,1999-09-15,en,8.9877,15000000,356296601,Released,8.0,12984,DreamWorks Pictures,United States of America
10669,ok,Deliverance,1972-08-18,en,3.8696,2000000,46122355,Released,7.322,1795,Warner Bros. Pictures,United States of America
11527,ok,Excalibur,1981-04-10,en,4.7106,11000000,35000000,Released,6.95,1142,Orion Pictures,United Kingdom
6415,ok,Three Kings,1999-09-27,en,4.2499,75000000,108000000,Released,6.647,2279,Village Roadshow Pictures,United States of America
226,ok,Boys Don't Cry,1999-09-02,en,3.4166,2000000,11540607,Released,7.42,1455,Fox Searchlight Pictures,United States of America
9346,ok,Risky Business,1983-08-05,en,4.1681,6200000,63541777,Released,6.587,1449,Geffen Pictures,United States of America
861,ok,Total Recall,1990-06-01,en,8.431,65000000,261317921,Released,7.318,6419,Carolco Pictures,United States of America
9377,ok,Ferris Bueller's Day Off,1986-06-11,en,6.1679,6000000,70100000,Released,7.57,5348,Paramount Pictures,United States of America
1654,ok,The Dirty Dozen,1967-06-15,en,5.0914,5400000,45300000,Released,7.6,1307,Seven Arts Pictures,United Kingdom
658,ok,Goldfinger,1964-09-20,en,6.3099,3000000,124900000,Released,7.354,3948,EON Productions,United Kingdom
657,ok,From Russia with Love,1963-10-10,en,6.0943,2000000,78900000,Released,7.059,3342,EON Productions,United Kingdom
646,ok,Dr. No,1962-10-07,en,8.394,1000000,59000000,Released,6.987,4024,EON Productions,United Kingdom
391,ok,A Fistful of Dollars,1964-09-12,it,9.2053,200000,14500000,Released,7.825,4679,Jolly Film,Germany
772,ok,Home Alone 2: Lost in New York,1992-11-15,en,16.6432,18000000,358994850,Released,6.785,10568,20th Century Fox,United States of America
550,ok,Fight Club,1999-10-15,en,26.1601,63000000,100853753,Released,8.4,31901,Fox 2000 Pictures,Germany
36819,ok,Time Bandits,1981-07-13,en,3.3561,5000000,42365581,Released,6.624,1143,Handmade Films,United Kingdom
